1,0.94
3,0.7066666666666667
5,0.96
7,0.9066666666666666
9,0.8133333333333334
11,0.9466666666666667
13,0.7866666666666666
15,0.9533333333333334
17,0.9266666666666666
19,0.84
21,0.8133333333333334
23,0.78
25,0.6733333333333333
27,0.7
29,0.9
31,0.68
33,0.9066666666666666
35,0.96
37,0.8066666666666666
39,0.8
41,0.8
43,0.92
45,0.6933333333333334
47,0.7933333333333333
49,0.9266666666666666
51,0.7466666666666667
53,0.7666666666666667
55,0.9466666666666667
57,0.9466666666666667
59,0.9533333333333334
61,0.96
63,0.9
65,0.9666666666666667
67,0.68
69,0.74
71,0.8933333333333333
73,0.82
75,0.9666666666666667
77,0.9133333333333333
79,0.9266666666666666
81,0.8666666666666667
83,0.7933333333333333
85,0.8533333333333334
87,0.8466666666666667
89,0.92
91,0.9466666666666667
93,0.94
95,0.8266666666666667
97,0.8266666666666667
99,0.94
101,0.88
103,0.94
105,0.8666666666666667
107,0.92
109,0.9466666666666667
111,0.9266666666666666
113,0.9266666666666666
115,0.8
117,0.9
119,0.86
121,0.84
123,0.8666666666666667
125,0.9333333333333333
127,0.8266666666666667
129,0.88
131,0.8466666666666667
133,0.8933333333333333
135,0.9133333333333333
137,0.84
139,0.86
141,0.9066666666666666
143,0.8133333333333334
145,0.8133333333333334
147,0.9066666666666666
149,0.9266666666666666
151,0.9533333333333334
153,0.86
155,0.8666666666666667
157,0.9466666666666667
159,0.8266666666666667
161,0.9466666666666667
163,0.9533333333333334
165,0.78
167,0.86
169,0.9533333333333334
171,0.9533333333333334
173,0.9066666666666666
175,0.9
177,0.8933333333333333
179,0.92
181,0.8533333333333334
183,0.84
185,0.9533333333333334
187,0.8666666666666667
189,0.88
191,0.88
193,0.82
195,0.8733333333333333
197,0.8133333333333334
199,0.8666666666666667
